Site code,HYMO  type,"Highly rheophilic, intolerant species","Rheophilic benthic species, preferring sandy-gravel bottom substrate","Rheophilic water column species, preferring sandy-gravel bottom substrate",Limnophilic benthic species of moderate tolerance,Limnophilic water column species of moderate tolerance,"Intolerant, rheophilic benthic species, preferring detritus or pelal bottom substrate","Intolerant, water column species",Limnophilic lithophilic species of moderate tolerance,Limnophilic phytophilic species of moderate tolerance,Benthic species  of moderate tolerance,Generalists - tolerant species
SKIDIKR0005,2,0.561290323,0.051612903,0.387096774,0,0,0,0,0,0,0,0
SKIDIKR0006,3,0.64516129,0.258064516,0.096774194,0,0,0,0,0,0,0,0
SKIDIKR0007,2,0.822916667,0,0.177083333,0,0,0,0,0,0,0,0
SKIDIKR0008,1,0.951219512,0.024390244,0.024390244,0,0,0,0,0,0,0,0
SKIDIKR0010,1,0.989247312,0,0.010752688,0,0,0,0,0,0,0,0
SKIDIKR0011,2,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0012,1,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0015,3,0.424107143,0.205357143,0.364583333,0,0,0,0,0,0,0.005952381,0
SKIDIKR0016,3,0.275167785,0.55033557,0.174496644,0,0,0,0,0,0,0,0
SKIDIKR0017,4,0.276162791,0.238372093,0.473837209,0,0,0,0,0,0,0.005813953,0.005813953
SKIDIKR0019,4,0.651006711,0.151006711,0.16442953,0,0,0,0,0,0.013422819,0,0.020134228
SKIDIKR0024,1,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0026,3,0.726027397,0.273972603,0,0,0,0,0,0,0,0,0
SKIDIKR0027,1,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0028,3,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0030,3,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0035,3,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0037,3,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0039,3,0.836363636,0.109090909,0.018181818,0,0.036363636,0,0,0,0,0,0
SKIDIKR0040,3,0.966101695,0,0,0,0.033898305,0,0,0,0,0,0
SKIDIKR0050,1,0.885714286,0,0.114285714,0,0,0,0,0,0,0,0
SKIDIKR0053,3,0.910714286,0,0.089285714,0,0,0,0,0,0,0,0
SKIDIKR0054,3,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0055,3,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0056,1,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0064,3,0.70610687,0.160305344,0.064885496,0,0.06870229,0,0,0,0,0,0
SKIDIKR0066,3,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0073,1,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0078,3,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0079,1,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0081,3,0.936507937,0,0.063492063,0,0,0,0,0,0,0,0
SKIDIKR0084,1,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0085,1,0.971910112,0,0.028089888,0,0,0,0,0,0,0,0
SKIDIKR0086,1,1,0,0,0,0,0,0,0,0,0,0
SKIDIKR0087,1,1,0,0,0,0,0,0,0,0,0,0
SovP0806,2,1,0,0,0,0,0,0,0,0,0,0
SovS0806,2,0.992805755,0.007194245,0,0,0,0,0,0,0,0,0
SSRo0806,2,0.62585034,0,0.37414966,0,0,0,0,0,0,0,0
SSZL0806,2,0.390243902,0,0.609756098,0,0,0,0,0,0,0,0
SvSo0706,2,1,0,0,0,0,0,0,0,0,0,0
TBJk1079,2,0.987012987,0,0.012987013,0,0,0,0,0,0,0,0
WAL118010,1,0.615635179,0.384364821,0,0,0,0,0,0,0,0,0
WAL121006,3,1,0,0,0,0,0,0,0,0,0,0
WAL151002,3,0.340314136,0.405759162,0.246073298,0,0,0,0,0,0,0,0.007853403
WAL160001,3,0.09268565,0.238414294,0.425460637,0.002605621,0,0,0,0,0.030895217,0,0.209938582
WAL161003,3,0.153634172,0.291422666,0.475025835,0.003444712,0,0,0,0,0.001377885,0,0.07509473
WAL161004,3,0.009147503,0.4691907,0.500952865,0.003176216,0,0,0,0,0.001651633,0,0.015881082
WAL163012,3,1,0,0,0,0,0,0,0,0,0,0
WAL166001,3,0.620320856,0.247771836,0.124777184,0,0,0,0,0,0.001782531,0,0.005347594
WAL166007,3,0.383989145,0.179104478,0.435549525,0,0,0,0,0,0,0,0.001356852
WAL172006,3,0.818965517,0.120689655,0.060344828,0,0,0,0,0,0,0,0
WAL173008,3,0.833333333,0.153846154,0.012820513,0,0,0,0,0,0,0,0
WAL173010,3,1,0,0,0,0,0,0,0,0,0,0
WAL175001,3,0.133186166,0.36129507,0.403237675,0.002943341,0,0,0,0,0.000735835,0,0.098601913
WAL175006,3,0.204884237,0.253885189,0.537266096,0,0,0,0,0,0.002854424,0,0.001110054
WAL175016,3,1,0,0,0,0,0,0,0,0,0,0
WAL200002,3,0.813084112,0.046728972,0.140186916,0,0,0,0,0,0,0,0
WAL211001,3,0.898203593,0.056886228,0.026946108,0,0,0,0,0,0,0,0.017964072
WAL211003,3,0.668316832,0.069306931,0.247524752,0,0,0.004950495,0,0,0,0,0.00990099
WAL211004,3,0.991706161,0,0.008293839,0,0,0,0,0,0,0,0
WAL211009,3,0.501182033,0.035460993,0.460992908,0,0,0,0,0,0,0,0.002364066
WAL212004,3,0.981818182,0.012121212,0,0,0,0,0,0,0,0,0.006060606
WAL212005,3,0.927038627,0.0472103,0.021459227,0,0,0,0,0,0,0,0.004291845
WAL214001,3,0.409192825,0.126681614,0.371076233,0,0,0,0,0,0.005605381,0,0.087443946
WAL232008,3,1,0,0,0,0,0,0,0,0,0,0
WAL233008,3,0.670454545,0.056818182,0.267045455,0,0,0,0,0,0,0,0.005681818
WAL234001,3,0.527327935,0.352226721,0.117408907,0,0,0,0,0,0,0,0.003036437
WAL234014,3,0.691211401,0.109263658,0.194774347,0,0,0,0,0,0,0,0.004750594
WAL234023,3,0.118553248,0.153382451,0.726389819,0,0,0,0,0,0,0,0.001674481
WAL240001,3,0.277372263,0.322627737,0.394160584,0,0,0,0,0,0.001459854,0,0.004379562
WAL240016,3,0.410724808,0.258691809,0.324690631,0,0,0.005303477,0,0,0,0,0.000589275
WAL243002,3,0.062729274,0.181951577,0.74834923,0,0,0,0,0,0.000733676,0,0.006236244
WAL244003,3,0.177068215,0.567489115,0.201741655,0,0,0,0,0,0.004354136,0,0.04934688
WAL245001,3,0.979357798,0.018348624,0.002293578,0,0,0,0,0,0,0,0
WAL246004,3,0.64137931,0.233333333,0.120689655,0,0,0,0,0,0,0,0.004597701
WAL246007,3,0.292746114,0.518134715,0.189119171,0,0,0,0,0,0,0,0
WAL246008,3,0.33919598,0.341708543,0.281407035,0,0,0,0,0,0,0,0.037688442
WAL320001,3,0.258872651,0.187891441,0.549060543,0,0,0,0,0,0,0,0.004175365
WAL321001,3,1,0,0,0,0,0,0,0,0,0,0
WAL331001,3,1,0,0,0,0,0,0,0,0,0,0
WAL602001,3,0.545551983,0.103965702,0.350482315,0,0,0,0,0,0,0,0
WAL607001,3,0.27393617,0.335106383,0.367021277,0,0,0,0,0,0,0,0.02393617
WAL607005,3,0.318424566,0.454606142,0.20894526,0,0,0,0,0,0,0,0.018024032
WAL615001,3,0.578534031,0.191099476,0.230366492,0,0,0,0,0,0,0,0
WAL620009,3,0.652542373,0.06779661,0.216101695,0,0,0,0,0,0.042372881,0,0.021186441
WAL624005,1,0.179962894,0.434137291,0.332096475,0,0,0,0,0,0.005565863,0,0.048237477
WAL632011,1,0.946666667,0.03,0.006666667,0,0,0,0,0,0,0,0.016666667
WAL640015,3,0.611814346,0,0.358649789,0,0,0,0,0,0,0,0.029535865
